C:\Users\chris\Desktop\tracks\01-180813_1305.mp3,0:13
C:\Users\chris\Desktop\tracks\aon_inspired.mp3,1:34
C:\Users\chris\Desktop\tracks\bad_frog.mp3,8:01
C:\Users\chris\Desktop\tracks\bleep_2.mp3,0:50
C:\Users\chris\Desktop\tracks\bleep_10.mp3,0:18
C:\Users\chris\Desktop\tracks\c_major_theme.mp3,1:47
C:\Users\chris\Desktop\tracks\electro_smash.mp3,2:14
C:\Users\chris\Desktop\tracks\fast_melody_regular_drums.mp3,1:24
C:\Users\chris\Desktop\tracks\fast_melody_thing.mp3,1:20
